timestamp,spot,strikePrice,OPTION_TYP,lastPrice,openInterest,changeinOI,impliedVolatility,totalTradedVolume,expiry_days,STRIKE_PR,OPEN_INT,LAST_PRICE,VOLUME,IV,EXPIRY_DT
2025-03-17,22508.75,22150,PE,31.26,30581,917,18.0,6116,3,22150,30581,31.26,6116,18.0,T+3
2025-03-17,22508.75,22200,CE,349.13,34843,1045,18.0,6968,3,22200,34843,349.13,6968,18.0,T+3
2025-03-17,22508.75,22200,PE,40.38,34843,1045,18.0,6968,3,22200,34843,40.38,6968,18.0,T+3
2025-03-17,22508.75,22000,PE,13.29,22371,671,18.0,4474,3,22000,22371,13.29,4474,18.0,T+3
2025-03-17,22508.75,22250,PE,51.43,40485,1214,18.0,8097,3,22250,40485,51.43,8097,18.0,T+3
2025-03-17,22508.75,22250,CE,310.18,40485,1214,18.0,8097,3,22250,40485,310.18,8097,18.0,T+3
2025-03-17,22508.75,22400,PE,98.2,78740,2362,18.0,15748,3,22400,78740,98.2,15748,18.0,T+3
2025-03-17,22508.75,22400,CE,206.95,78740,2362,18.0,15748,3,22400,78740,206.95,15748,18.0,T+3
2025-03-17,22508.75,22350,PE,80.17,59880,1796,18.0,11976,3,22350,59880,80.17,11976,18.0,T+3
2025-03-17,22508.75,22450,CE,177.59,114942,3448,18.0,22988,3,22450,114942,177.59,22988,18.0,T+3
2025-03-17,22508.75,22300,PE,64.63,48309,1449,18.0,9661,3,22300,48309,64.63,9661,18.0,T+3
2025-03-17,22508.75,22300,CE,273.38,48309,1449,18.0,9661,3,22300,48309,273.38,9661,18.0,T+3
2025-03-17,22508.75,22350,CE,238.92,59880,1796,18.0,11976,3,22350,59880,238.92,11976,18.0,T+3
2025-03-18,22834.3,23100,PE,298.26,39594,1187,18.0,7918,2,23100,39594,298.26,7918,18.0,T+2
2025-03-18,22834.3,22950,CE,72.49,75437,2263,18.0,15087,2,22950,75437,72.49,15087,18.0,T+2
2025-03-18,22834.3,22950,PE,188.18,75437,2263,18.0,15087,2,22950,75437,188.18,15087,18.0,T+2
2025-03-18,22834.3,23000,CE,56.48,57951,1738,18.0,11590,2,23000,57951,56.48,11590,18.0,T+2
2025-03-18,22834.3,23000,PE,222.17,57951,1738,18.0,11590,2,23000,57951,222.17,11590,18.0,T+2
2025-03-18,22834.3,23050,CE,43.26,47045,1411,18.0,9409,2,23050,47045,43.26,9409,18.0,T+2
2025-03-18,22834.3,22900,PE,157.22,108038,3241,18.0,21607,2,22900,108038,157.22,21607,18.0,T+2
2025-03-18,22834.3,23050,PE,258.96,47045,1411,18.0,9409,2,23050,47045,258.96,9409,18.0,T+2
2025-03-18,22834.3,23150,CE,24.07,34181,1025,18.0,6836,2,23150,34181,24.07,6836,18.0,T+2
2025-03-18,22834.3,23250,CE,12.45,26841,805,18.0,5368,2,23250,26841,12.45,5368,18.0,T+2
2025-03-18,22834.3,23200,CE,17.47,30069,902,18.0,6013,2,23200,30069,17.47,6013,18.0,T+2
2025-03-18,22834.3,23200,PE,383.17,30069,902,18.0,6013,2,23200,30069,383.17,6013,18.0,T+2
2025-03-18,22834.3,23250,PE,428.15,26841,805,18.0,5368,2,23250,26841,428.15,5368,18.0,T+2
2025-03-18,22834.3,23300,CE,8.7,24238,727,18.0,4847,2,23300,24238,8.7,4847,18.0,T+2
2025-03-18,22834.3,23300,PE,474.4,24238,727,18.0,4847,2,23300,24238,474.4,4847,18.0,T+2
2025-03-18,22834.3,23350,CE,5.96,22096,662,18.0,4419,2,23350,22096,5.96,4419,18.0,T+2
2025-03-18,22834.3,23350,PE,521.66,22096,662,18.0,4419,2,23350,22096,521.66,4419,18.0,T+2
2025-03-18,22834.3,22900,CE,91.52,108038,3241,18.0,21607,2,22900,108038,91.52,21607,18.0,T+2
2025-03-18,22834.3,23150,PE,339.77,34181,1025,18.0,6836,2,23150,34181,339.77,6836,18.0,T+2
2025-03-18,22834.3,22850,PE,129.43,190261,5707,18.0,38052,2,22850,190261,129.43,38052,18.0,T+2
2025-03-18,22834.3,23100,CE,32.56,39594,1187,18.0,7918,2,23100,39594,32.56,7918,18.0,T+2
2025-03-18,22834.3,22800,PE,104.91,148278,4448,18.0,29655,2,22800,148278,104.91,29655,18.0,T+2
2025-03-18,22834.3,22350,PE,6.85,23395,701,18.0,4679,2,22350,23395,6.85,4679,18.0,T+2
2025-03-18,22834.3,22400,CE,444.39,25810,774,18.0,5162,2,22400,25810,444.39,5162,18.0,T+2
2025-03-18,22834.3,22400,PE,10.08,25810,774,18.0,5162,2,22400,25810,10.08,5162,18.0,T+2
2025-03-18,22834.3,22450,CE,398.82,28781,863,18.0,5756,2,22450,28781,398.82,5756,18.0,T+2
2025-03-18,22834.3,22450,PE,14.52,28781,863,18.0,5756,2,22450,28781,14.52,5756,18.0,T+2
2025-03-18,22834.3,22500,CE,354.74,32526,975,18.0,6505,2,22500,32526,354.74,6505,18.0,T+2
2025-03-18,22834.3,22500,PE,20.44,32526,975,18.0,6505,2,22500,32526,20.44,6505,18.0,T+2
2025-03-18,22834.3,22550,CE,312.49,37391,1121,18.0,7478,2,22550,37391,312.49,7478,18.0,T+2
2025-03-18,22834.3,22550,PE,28.19,37391,1121,18.0,7478,2,22550,37391,28.19,7478,18.0,T+2
2025-03-18,22834.3,22350,CE,491.15,23395,701,18.0,4679,2,22350,23395,491.15,4679,18.0,T+2
2025-03-18,22834.3,22850,CE,113.73,190261,5707,18.0,38052,2,22850,190261,113.73,38052,18.0,T+2
2025-03-18,22834.3,22600,PE,38.08,43967,1319,18.0,8793,2,22600,43967,38.08,8793,18.0,T+2
2025-03-18,22834.3,22650,CE,234.73,53350,1600,18.0,10670,2,22650,53350,234.73,10670,18.0,T+2
2025-03-18,22834.3,22650,PE,50.43,53350,1600,18.0,10670,2,22650,53350,50.43,10670,18.0,T+2
2025-03-18,22834.3,22700,CE,199.84,67823,2034,18.0,13564,2,22700,67823,199.84,13564,18.0,T+2
2025-03-18,22834.3,22700,PE,65.54,67823,2034,18.0,13564,2,22700,67823,65.54,13564,18.0,T+2
2025-03-18,22834.3,22750,CE,167.94,93074,2792,18.0,18614,2,22750,93074,167.94,18614,18.0,T+2
2025-03-18,22834.3,22750,PE,83.64,93074,2792,18.0,18614,2,22750,93074,83.64,18614,18.0,T+2
2025-03-18,22834.3,22800,CE,139.21,148278,4448,18.0,29655,2,22800,148278,139.21,29655,18.0,T+2
2025-03-18,22834.3,22600,CE,272.38,43967,1319,18.0,8793,2,22600,43967,272.38,8793,18.0,T+2
2025-03-19,22907.6,23100,CE,22.26,51567,1547,18.0,10313,1,23100,51567,22.26,10313,18.0,T+1
2025-03-19,22907.6,23050,PE,175.61,64968,1949,18.0,12993,1,23050,64968,175.61,12993,18.0,T+1
2025-03-19,22907.6,23050,CE,33.21,64968,1949,18.0,12993,1,23050,64968,33.21,12993,18.0,T+1
2025-03-19,22907.6,22950,CE,66.64,135280,4058,18.0,27056,1,22950,135280,66.64,27056,18.0,T+1
2025-03-19,22907.6,23000,CE,47.83,87780,2633,18.0,17556,1,23000,87780,47.83,17556,18.0,T+1
2025-03-19,22907.6,22950,PE,109.04,135280,4058,18.0,27056,1,22950,135280,109.04,27056,18.0,T+1
2025-03-19,22907.6,23100,PE,214.66,51567,1547,18.0,10313,1,23100,51567,214.66,10313,18.0,T+1
2025-03-19,22907.6,23000,PE,140.23,87780,2633,18.0,17556,1,23000,87780,140.23,17556,18.0,T+1
2025-03-19,22907.6,23150,CE,14.39,42749,1282,18.0,8549,1,23150,42749,14.39,8549,18.0,T+1
2025-03-19,22907.6,23400,PE,493.3,23045,691,18.0,4609,1,23400,23045,493.3,4609,18.0,T+1
2025-03-19,22907.6,23200,CE,8.96,36506,1095,18.0,7301,1,23200,36506,8.96,7301,18.0,T+1
2025-03-19,22907.6,23200,PE,301.36,36506,1095,18.0,7301,1,23200,36506,301.36,7301,18.0,T+1
2025-03-19,22907.6,23250,CE,5.36,31855,955,18.0,6371,1,23250,31855,5.36,6371,18.0,T+1
2025-03-19,22907.6,23300,CE,3.09,28254,847,18.0,5650,1,23300,28254,3.09,5650,18.0,T+1
2025-03-19,22907.6,23300,PE,395.49,28254,847,18.0,5650,1,23300,28254,395.49,5650,18.0,T+1
2025-03-19,22907.6,23350,CE,1.71,25385,761,18.0,5077,1,23350,25385,1.71,5077,18.0,T+1
2025-03-19,22907.6,23350,PE,444.11,25385,761,18.0,5077,1,23350,25385,444.11,5077,18.0,T+1
2025-03-19,22907.6,23400,CE,0.9,23045,691,18.0,4609,1,23400,23045,0.9,4609,18.0,T+1
2025-03-19,22907.6,22900,PE,82.34,217015,6510,18.0,43403,1,22900,217015,82.34,43403,18.0,T+1
2025-03-19,22907.6,23150,PE,256.79,42749,1282,18.0,8549,1,23150,42749,256.79,8549,18.0,T+1
2025-03-19,22907.6,23250,PE,347.76,31855,955,18.0,6371,1,23250,31855,347.76,6371,18.0,T+1
2025-03-19,22907.6,22900,CE,89.94,217015,6510,18.0,43403,1,22900,217015,89.94,43403,18.0,T+1
2025-03-19,22907.6,22850,CE,117.85,116171,3485,18.0,23234,1,22850,116171,117.85,23234,18.0,T+1
2025-03-19,22907.6,22850,PE,60.25,116171,3485,18.0,23234,1,22850,116171,60.25,23234,18.0,T+1
2025-03-19,22907.6,22400,CE,508.22,22417,672,18.0,4483,1,22400,22417,508.22,4483,18.0,T+1
2025-03-19,22907.6,22400,PE,0.62,22417,672,18.0,4483,1,22400,22417,0.62,4483,18.0,T+1
2025-03-19,22907.6,22450,CE,458.83,24625,738,18.0,4925,1,22450,24625,458.83,4925,18.0,T+1
2025-03-19,22907.6,22450,PE,1.23,24625,738,18.0,4925,1,22450,24625,1.23,4925,18.0,T+1
2025-03-19,22907.6,22500,PE,2.33,27316,819,18.0,5463,1,22500,27316,2.33,5463,18.0,T+1
2025-03-19,22907.6,22550,CE,361.81,30667,920,18.0,6133,1,22550,30667,361.81,6133,18.0,T+1
2025-03-19,22907.6,22550,PE,4.21,30667,920,18.0,6133,1,22550,30667,4.21,6133,18.0,T+1
2025-03-19,22907.6,22600,CE,314.88,34955,1048,18.0,6991,1,22600,34955,314.88,6991,18.0,T+1
2025-03-19,22907.6,22500,CE,409.93,27316,819,18.0,5463,1,22500,27316,409.93,5463,18.0,T+1
2025-03-19,22907.6,22650,CE,269.63,40637,1219,18.0,8127,1,22650,40637,269.63,8127,18.0,T+1
2025-03-19,22907.6,22600,PE,7.28,34955,1048,18.0,6991,1,22600,34955,7.28,6991,18.0,T+1
2025-03-19,22907.6,22800,CE,150.21,79314,2379,18.0,15862,1,22800,79314,150.21,15862,18.0,T+1
2025-03-19,22907.6,22750,PE,29.06,60212,1806,18.0,12042,1,22750,60212,29.06,12042,18.0,T+1
2025-03-19,22907.6,22750,CE,186.66,60212,1806,18.0,12042,1,22750,60212,186.66,12042,18.0,T+1
2025-03-19,22907.6,22800,PE,42.61,79314,2379,18.0,15862,1,22800,79314,42.61,15862,18.0,T+1
2025-03-19,22907.6,22700,CE,226.68,48524,1455,18.0,9704,1,22700,48524,226.68,9704,18.0,T+1
2025-03-19,22907.6,22650,PE,12.03,40637,1219,18.0,8127,1,22650,40637,12.03,8127,18.0,T+1
2025-03-19,22907.6,22700,PE,19.08,48524,1455,18.0,9704,1,22700,48524,19.08,9704,18.0,T+1
2025-03-20,23190.65,23450,PE,384.28,40407,1212,18.0,8081,7,23450,40407,384.28,8081,18.0,T+7
2025-03-20,23190.65,23250,PE,261.8,114312,3429,18.0,22862,7,23250,114312,261.8,22862,18.0,T+7
2025-03-20,23190.65,23300,CE,180.59,78443,2353,18.0,15688,7,23300,78443,180.59,15688,18.0,T+7
2025-03-20,23190.65,23300,PE,289.94,78443,2353,18.0,15688,7,23300,78443,289.94,15688,18.0,T+7
2025-03-20,23190.65,23350,CE,160.41,59708,1791,18.0,11941,7,23350,59708,160.41,11941,18.0,T+7
2025-03-20,23190.65,23350,PE,319.76,59708,1791,18.0,11941,7,23350,59708,319.76,11941,18.0,T+7
2025-03-20,23190.65,23400,CE,141.87,48197,1445,18.0,9639,7,23400,48197,141.87,9639,18.0,T+7
2025-03-20,23190.65,23400,PE,351.22,48197,1445,18.0,9639,7,23400,48197,351.22,9639,18.0,T+7
2025-03-20,23190.65,23500,CE,109.53,34785,1043,18.0,6957,7,23500,34785,109.53,6957,18.0,T+7
2025-03-20,23190.65,23250,CE,202.45,114312,3429,18.0,22862,7,23250,114312,202.45,22862,18.0,T+7
2025-03-20,23190.65,23550,CE,95.59,30536,916,18.0,6107,7,23550,30536,95.59,6107,18.0,T+7
2025-03-20,23190.65,23550,PE,454.94,30536,916,18.0,6107,7,23550,30536,454.94,6107,18.0,T+7
2025-03-20,23190.65,23600,CE,83.04,27212,816,18.0,5442,7,23600,27212,83.04,5442,18.0,T+7
2025-03-20,23190.65,23600,PE,492.39,27212,816,18.0,5442,7,23600,27212,492.39,5442,18.0,T+7
2025-03-20,23190.65,23650,CE,71.81,24541,736,18.0,4908,7,23650,24541,71.81,4908,18.0,T+7
2025-03-20,23190.65,23650,PE,531.16,24541,736,18.0,4908,7,23650,24541,531.16,4908,18.0,T+7
2025-03-20,23190.65,23700,CE,61.81,22347,670,18.0,4469,7,23700,22347,61.81,4469,18.0,T+7
2025-03-20,23190.65,23700,PE,571.16,22347,670,18.0,4469,7,23700,22347,571.16,4469,18.0,T+7
2025-03-20,23190.65,23500,PE,418.88,34785,1043,18.0,6957,7,23500,34785,418.88,6957,18.0,T+7
2025-03-20,23190.65,23200,PE,235.37,210616,6318,18.0,42123,7,23200,210616,235.37,42123,18.0,T+7
2025-03-20,23190.65,23450,CE,124.93,40407,1212,18.0,8081,7,23450,40407,124.93,8081,18.0,T+7
2025-03-20,23190.65,23150,PE,210.66,137892,4136,18.0,27578,7,23150,137892,210.66,27578,18.0,T+7
2025-03-20,23190.65,22700,CE,552.66,23120,693,18.0,4624,7,22700,23120,552.66,4624,18.0,T+7
2025-03-20,23190.65,22700,PE,62.01,23120,693,18.0,4624,7,22700,23120,62.01,4624,18.0,T+7
2025-03-20,23190.65,22750,CE,513.24,25476,764,18.0,5095,7,22750,25476,513.24,5095,18.0,T+7
2025-03-20,23190.65,22750,PE,72.59,25476,764,18.0,5095,7,22750,25476,72.59,5095,18.0,T+7
2025-03-20,23190.65,22800,CE,475.14,28367,851,18.0,5673,7,22800,28367,475.14,5673,18.0,T+7
2025-03-20,23190.65,22800,PE,84.49,28367,851,18.0,5673,7,22800,28367,84.49,5673,18.0,T+7
2025-03-20,23190.65,22850,CE,438.44,31997,959,18.0,6399,7,22850,31997,438.44,6399,18.0,T+7
2025-03-20,23190.65,22850,PE,97.79,31997,959,18.0,6399,7,22850,31997,97.79,6399,18.0,T+7
2025-03-20,23190.65,22900,CE,403.22,36694,1100,18.0,7338,7,22900,36694,403.22,7338,18.0,T+7
2025-03-20,23190.65,22900,PE,112.57,36694,1100,18.0,7338,7,22900,36694,112.57,7338,18.0,T+7
2025-03-20,23190.65,23200,CE,226.02,210616,6318,18.0,42123,7,23200,210616,226.02,42123,18.0,T+7
2025-03-20,23190.65,23150,CE,251.31,137892,4136,18.0,27578,7,23150,137892,251.31,27578,18.0,T+7
2025-03-20,23190.65,22950,PE,128.89,43006,1290,18.0,8601,7,22950,43006,128.89,8601,18.0,T+7
2025-03-20,23190.65,23000,CE,337.47,51942,1558,18.0,10388,7,23000,51942,337.47,10388,18.0,T+7
2025-03-20,23190.65,23000,PE,146.82,51942,1558,18.0,10388,7,23000,51942,146.82,10388,18.0,T+7
2025-03-20,23190.65,23050,CE,307.05,65565,1966,18.0,13113,7,23050,65565,307.05,13113,18.0,T+7
2025-03-20,23190.65,23050,PE,166.4,65565,1966,18.0,13113,7,23050,65565,166.4,13113,18.0,T+7
2025-03-20,23190.65,23100,CE,278.32,88872,2666,18.0,17774,7,23100,88872,278.32,17774,18.0,T+7
2025-03-20,23190.65,23100,PE,187.67,88872,2666,18.0,17774,7,23100,88872,187.67,17774,18.0,T+7
2025-03-20,23190.65,22950,CE,369.54,43006,1290,18.0,8601,7,22950,43006,369.54,8601,18.0,T+7
2025-03-21,23350.4,23550,PE,330.22,50080,1502,18.0,10016,6,23550,50080,330.22,10016,18.0,T+6
2025-03-21,23350.4,23550,CE,130.62,50080,1502,18.0,10016,6,23550,50080,130.62,10016,18.0,T+6
2025-03-21,23350.4,23500,PE,298.67,62625,1878,18.0,12525,6,23500,62625,298.67,12525,18.0,T+6
2025-03-21,23350.4,23500,CE,149.07,62625,1878,18.0,12525,6,23500,62625,149.07,12525,18.0,T+6
2025-03-21,23350.4,23450,CE,169.29,83556,2506,18.0,16711,6,23450,83556,169.29,16711,18.0,T+6
2025-03-21,23350.4,23400,PE,240.92,125502,3765,18.0,25100,6,23400,125502,240.92,25100,18.0,T+6
2025-03-21,23350.4,23600,CE,113.87,41722,1251,18.0,8344,6,23600,41722,113.87,8344,18.0,T+6
2025-03-21,23350.4,23450,PE,268.89,83556,2506,18.0,16711,6,23450,83556,268.89,16711,18.0,T+6
2025-03-21,23350.4,23600,PE,363.47,41722,1251,18.0,8344,6,23600,41722,363.47,8344,18.0,T+6
2025-03-21,23350.4,23750,CE,73.12,27802,834,18.0,5560,6,23750,27802,73.12,5560,18.0,T+6
2025-03-21,23350.4,23650,PE,398.36,35755,1072,18.0,7151,6,23650,35755,398.36,7151,18.0,T+6
2025-03-21,23350.4,23700,CE,85.2,31281,938,18.0,6256,6,23700,31281,85.2,6256,18.0,T+6
2025-03-21,23350.4,23700,PE,434.8,31281,938,18.0,6256,6,23700,31281,434.8,6256,18.0,T+6
2025-03-21,23350.4,23400,CE,191.32,125502,3765,18.0,25100,6,23400,125502,191.32,25100,18.0,T+6
2025-03-21,23350.4,23750,PE,472.72,27802,834,18.0,5560,6,23750,27802,472.72,5560,18.0,T+6
2025-03-21,23350.4,23800,CE,62.41,25020,750,18.0,5004,6,23800,25020,62.41,5004,18.0,T+6
2025-03-21,23350.4,23800,PE,512.01,25020,750,18.0,5004,6,23800,25020,512.01,5004,18.0,T+6
2025-03-21,23350.4,23850,CE,52.98,22743,682,18.0,4548,6,23850,22743,52.98,4548,18.0,T+6
2025-03-21,23350.4,23850,PE,552.58,22743,682,18.0,4548,6,23850,22743,552.58,4548,18.0,T+6
2025-03-21,23350.4,23650,CE,98.76,35755,1072,18.0,7151,6,23650,35755,98.76,7151,18.0,T+6
2025-03-21,23350.4,23350,PE,214.78,248013,7440,18.0,49602,6,23350,248013,214.78,49602,18.0,T+6
2025-03-21,23350.4,23350,CE,215.18,248013,7440,18.0,49602,6,23350,248013,215.18,49602,18.0,T+6
2025-03-21,23350.4,23300,PE,190.49,124501,3735,18.0,24900,6,23300,124501,190.49,24900,18.0,T+6
2025-03-21,23350.4,22850,CE,550.25,22710,681,18.0,4542,6,22850,22710,550.25,4542,18.0,T+6
2025-03-21,23350.4,22850,PE,49.85,22710,681,18.0,4542,6,22850,22710,49.85,4542,18.0,T+6
2025-03-21,23350.4,22900,CE,509.72,24979,749,18.0,4995,6,22900,24979,509.72,4995,18.0,T+6
2025-03-21,23350.4,22900,PE,59.32,24979,749,18.0,4995,6,22900,24979,59.32,4995,18.0,T+6
2025-03-21,23350.4,22950,CE,470.54,27753,832,18.0,5550,6,22950,27753,470.54,5550,18.0,T+6
2025-03-21,23350.4,23000,CE,432.79,31218,936,18.0,6243,6,23000,31218,432.79,6243,18.0,T+6
2025-03-21,23350.4,23000,PE,82.38,31218,936,18.0,6243,6,23000,31218,82.38,6243,18.0,T+6
2025-03-21,23350.4,23050,CE,396.56,35673,1070,18.0,7134,6,23050,35673,396.56,7134,18.0,T+6
2025-03-21,23350.4,23050,PE,96.16,35673,1070,18.0,7134,6,23050,35673,96.16,7134,18.0,T+6
2025-03-21,23350.4,22950,PE,70.14,27753,832,18.0,5550,6,22950,27753,70.14,5550,18.0,T+6
2025-03-21,23350.4,23100,PE,111.54,41611,1248,18.0,8322,6,23100,41611,111.54,8322,18.0,T+6
2025-03-21,23350.4,23100,CE,361.94,41611,1248,18.0,8322,6,23100,41611,361.94,8322,18.0,T+6
2025-03-21,23350.4,23250,PE,168.05,83111,2493,18.0,16622,6,23250,83111,168.05,16622,18.0,T+6
2025-03-21,23350.4,23250,CE,268.45,83111,2493,18.0,16622,6,23250,83111,268.45,16622,18.0,T+6
2025-03-21,23350.4,23200,PE,147.43,62375,1871,18.0,12475,6,23200,62375,147.43,12475,18.0,T+6
2025-03-21,23350.4,23300,CE,240.89,124501,3735,18.0,24900,6,23300,124501,240.89,24900,18.0,T+6
2025-03-21,23350.4,23150,PE,128.61,49920,1497,18.0,9984,6,23150,49920,128.61,9984,18.0,T+6
2025-03-21,23350.4,23150,CE,329.01,49920,1497,18.0,9984,6,23150,49920,329.01,9984,18.0,T+6
2025-03-21,23350.4,23200,CE,297.83,62375,1871,18.0,12475,6,23200,62375,297.83,12475,18.0,T+6
2025-03-24,23658.35,23850,PE,268.99,51727,1551,18.0,10345,3,23850,51727,268.99,10345,18.0,T+3
2025-03-24,23658.35,23700,CE,134.22,136387,4091,18.0,27277,3,23700,136387,134.22,27277,18.0,T+3
2025-03-24,23658.35,23700,PE,175.88,136387,4091,18.0,27277,3,23700,136387,175.88,27277,18.0,T+3
2025-03-24,23658.35,23750,CE,112.8,88245,2647,18.0,17649,3,23750,88245,112.8,17649,18.0,T+3
2025-03-24,23658.35,23750,PE,204.45,88245,2647,18.0,17649,3,23750,88245,204.45,17649,18.0,T+3
2025-03-24,23658.35,23800,CE,93.88,65222,1956,18.0,13044,3,23800,65222,93.88,13044,18.0,T+3
2025-03-24,23658.35,23800,PE,235.53,65222,1956,18.0,13044,3,23800,65222,235.53,13044,18.0,T+3
2025-03-24,23658.35,23850,CE,77.34,51727,1551,18.0,10345,3,23850,51727,77.34,10345,18.0,T+3
2025-03-24,23658.35,23900,CE,63.06,42859,1285,18.0,8571,3,23900,42859,63.06,8571,18.0,T+3
2025-03-24,23658.35,24150,CE,19.31,23077,692,18.0,4615,3,24150,23077,19.31,4615,18.0,T+3
2025-03-24,23658.35,23950,CE,50.88,36587,1097,18.0,7317,3,23950,36587,50.88,7317,18.0,T+3
2025-03-24,23658.35,23950,PE,342.53,36587,1097,18.0,7317,3,23950,36587,342.53,7317,18.0,T+3
2025-03-24,23658.35,24000,CE,40.61,31916,957,18.0,6383,3,24000,31916,40.61,6383,18.0,T+3
2025-03-24,23658.35,24000,PE,382.26,31916,957,18.0,6383,3,24000,31916,382.26,6383,18.0,T+3
2025-03-24,23658.35,24050,CE,32.05,28302,849,18.0,5660,3,24050,28302,32.05,5660,18.0,T+3
2025-03-24,23658.35,24050,PE,423.7,28302,849,18.0,5660,3,24050,28302,423.7,5660,18.0,T+3
2025-03-24,23658.35,24100,CE,25.02,25424,762,18.0,5084,3,24100,25424,25.02,5084,18.0,T+3
2025-03-24,23658.35,24100,PE,466.67,25424,762,18.0,5084,3,24100,25424,466.67,5084,18.0,T+3
2025-03-24,23658.35,23650,PE,149.85,214225,6426,18.0,42845,3,23650,214225,149.85,42845,18.0,T+3
2025-03-24,23658.35,23900,PE,304.71,42859,1285,18.0,8571,3,23900,42859,304.71,8571,18.0,T+3
2025-03-24,23658.35,24150,PE,510.96,23077,692,18.0,4615,3,24150,23077,510.96,4615,18.0,T+3
2025-03-24,23658.35,23650,CE,158.2,214225,6426,18.0,42845,3,23650,214225,158.2,42845,18.0,T+3
2025-03-24,23658.35,23600,CE,184.76,115367,3461,18.0,23073,3,23600,115367,184.76,23073,18.0,T+3
2025-03-24,23658.35,23150,CE,524.62,22387,671,18.0,4477,3,23150,22387,524.62,4477,18.0,T+3
2025-03-24,23658.35,23150,PE,16.27,22387,671,18.0,4477,3,23150,22387,16.27,4477,18.0,T+3
2025-03-24,23658.35,23200,CE,479.85,24589,737,18.0,4917,3,23200,24589,479.85,4917,18.0,T+3
2025-03-24,23658.35,23200,PE,21.5,24589,737,18.0,4917,3,23200,24589,21.5,4917,18.0,T+3
2025-03-24,23658.35,23250,CE,436.37,27271,818,18.0,5454,3,23250,27271,436.37,5454,18.0,T+3
2025-03-24,23658.35,23250,PE,28.03,27271,818,18.0,5454,3,23250,27271,28.03,5454,18.0,T+3
